"tract","Name","Fraction_Non-White_in_2010"
5139950900,"El Dorado, AR",0.7401
32003004926,"Las Vegas, NV",0.7376
6071002206,"Ontario, CA",0.7369
35001004602,"Valle Verde Estates, Albuquerque, NM",0.7345
24031700816,"Gaithersburg, MD",0.7312
17097861504,"Waukegan, IL",0.7286
6037133000,"Reseda, Los Angeles, CA",0.7269
13009970600,"Milledgeville, GA",0.7257
13051004207,"Leeds Gate/Colonial Village, Savannah, GA",0.7248
9001044000,"Norwalk, CT",0.7243
6065042402,"Moreno Valley, CA",0.7234
6085501101,"Central San Jose, San Jose, CA",0.7145
6025012302,"Thermal, CA",0.7134
12011110326,"SilverLakes, Pembroke Pines, FL",0.7131
48303000100,"Lubbock, TX",0.7055
48113018121,"Garland, TX",0.7044
20209042700,"Argentine, Kansas City, KS",0.7038
18097360202,"Indianapolis, IN",0.7034
48453001000,"East Austin, Austin, TX",0.7013
21111011405,"Newburg, Louisville, KY",0.6975
4013092712,"Glendale, AZ",0.6948
25009250800,"Lawrence, MA",0.6883
6085508304,"Sunnyvale West, Sunnyvale, CA",0.6775
24005491402,"Parkville, MD",0.6756
48027022103,"Killeen, TX",0.6743
22017025300,"Downtown Riverfront, Shreveport, LA",0.6738
15003010905,"Kailua, HI",0.6657
42095010900,"Bethlehem, PA",0.6657
6031000500,"Armona, CA",0.656
39093097300,"Lorain, OH",0.6516
36119001301,"Park Hill, Yonkers, NY",0.6492
40143005900,"Tulsa, OK",0.6473
36085014100,"Richmond County, NY",0.6431
53025011300,"Warden, WA",0.6427
13135050719,"Snellville, GA",0.6392
45049920300,"Yemassee, SC",0.6373
26021002300,"Benton Harbor, MI",0.637
6059052420,"Lower Peters Canyon, Irvine, CA",0.6337
12127081700,"Idlewild, Daytona Beach, FL",0.632
13067030902,"Marietta, GA",0.6252
27163070802,"Oak Park Heights, MN",0.625
6113010203,"West Sacramento, CA",0.6244
6065044923,"Cathedral City, CA",0.6227
6059088101,"Stanton, CA",0.6189
6073019403,"Peacock, Oceanside, CA",0.6169
32003002707,"Las Vegas, NV",0.6098
48029131503,"Northeast Side, San Antonio, TX",0.6084
13121010212,"Atlanta, GA",0.6081
17031802506,"Wheeling, IL",0.6073
12099001700,"Old Northwood Historic District, West Palm Beach, FL",0.6061
28023950300,"Shubuta, MS",0.6016
35061970102,"Peralta, NM",0.5991
6067007015,"North Sacramento, Sacramento, CA",0.5982
17031283200,"University Village / Little Italy, Chicago, IL",0.598
5107480100,"Helena-West Helena, AR",0.5927
45045003704,"Greenville, SC",0.5911
45083021600,"Spartanburg, SC",0.5905
17031220601,"Logan Square, Chicago, IL",0.5889
51107611205,"Sterling, VA",0.5856
36067005500,"Eastside, Syracuse, NY",0.5849
45045002303,"Greenville, SC",0.5835
17031220602,"Logan Square, Chicago, IL",0.5835
24017850712,"White Plains, MD",0.5806
40109107002,"Central Oklahoma City, Oklahoma City, OK",0.5782
24031700819,"Germantown, MD",0.5774
6097152802,"Santa Rosa, CA",0.5762
13095000400,"Albany, GA",0.5739
48439113112,"North Arlington, Arlington, TX",0.5698
39099801100,"Lansingville, Youngstown, OH",0.5684
34027043800,"Morristown, NJ",0.5672
45041000500,"Florence, SC",0.5646
39035102402,"West Boulevard, Cleveland, OH",0.5585
29095010103,"South Kansas City, Kansas City, MO",0.5572
1097001902,"Mobile, AL",0.555
25025081001,"Mission Hill, Boston, MA",0.5542
17097860101,"Zion, IL",0.5538
5091020500,"College Hill, Texarkana, AR",0.5522
20173003700,"Hilltop, Wichita, KS",0.5518
48029181825,"Northwest Side, San Antonio, TX",0.5477
48415950100,"Snyder, TX",0.5471
17031221200,"Logan Square, Chicago, IL",0.5469
6083001000,"Santa Barbara, CA",0.5426
12099007763,"Wellington, FL",0.5377
40143008200,"Layman/Van Acre, Tulsa, OK",0.5375
48113013902,"Farmers Branch, TX",0.5344
12057010812,"Tampa, FL",0.5309
6069000501,"Hollister, CA",0.5303
13205090500,"Pelham, GA",0.5302
22007050100,"Belle Rose, LA",0.529
6073013503,"Spring Valley, CA",0.5287
25025140201,"Hyde Park, Boston, MA",0.528
12086008000,"Old Cutler, Coral Gables, FL",0.5256
37063002022,"Lake Village Townes, Durham, NC",0.5252
18097351600,"Fall Creek Place, Indianapolis, IN",0.5194
51131930200,"Machipongo, VA",0.5175
36081070900,"Queens County, NY",0.5171
22035000200,"Transylvania, LA",0.517
5143011200,"Springdale, AR",0.5145
34023008502,"Dayton, South Brunswick Township, NJ",0.5144
48201421700,"Southwest Houston, Houston, TX",0.5096
45085002000,"Sumter, SC",0.5078
6001431200,"Castro Valley, CA",0.5063
24510272006,"Glen, Baltimore, MD",0.5056
28029950300,"Crystal Springs, MS",0.5026
9009165600,"Hamden, CT",0.5013
13067030504,"Marietta, GA",0.501
4019004326,"Los Arroyos, Green Valley, AZ",0.4994
6115040600,"Olivehurst, CA",0.498
48453001403,"East Riverside - Oltorf, Austin, TX",0.4966
6073015902,"El Cajon, CA",0.4964
18095011600,"Pendleton, IN",0.4955
6037191201,"Central LA, Los Angeles, CA",0.4949
48029181100,"North Central, San Antonio, TX",0.4946
48135001600,"Odessa, TX",0.494
32031002902,"Sparks, NV",0.4938
36063020900,"Niagara Falls, NY",0.4929
1089002200,"Huntsville, AL",0.4921
1091973000,"Linden, AL",0.487
48441010500,"Sears Park Area, Abilene, TX",0.4864
26163579100,"River Rouge, MI",0.4838
36085000800,"Richmond County, NY",0.4838
39035152501,"Cleveland, OH",0.4835
6075030500,"Midtown Terrace, San Francisco, CA",0.4833
4013071911,"Downtown, Peoria, AZ",0.4817
6065047900,"Corona, CA",0.4798
48303010102,"Idalou, TX",0.4786
12011110307,"Pembroke Pines, FL",0.4767
13121011626,"Johns Creek, GA",0.4767
6081603900,"San Bruno, CA",0.4765
6037920034,"Santa Clarita, CA",0.476
17043840303,"Addison, IL",0.4735
31079000300,"Grand Island, NE",0.4733
6065043252,"Temecula, CA",0.4662
51810045806,"Virginia Beach, VA",0.4616
51059415300,"Groveton, Alexandria, VA",0.46
48413950300,"Eldorado, TX",0.4591
6101050403,"Yuba City, CA",0.4586
37163970500,"Salemburg, NC",0.4579
45045002202,"Greenville, SC",0.4573
48025950100,"Beeville, TX",0.456
6073019106,"Valley Center, CA",0.4555
26099241800,"Clinton Township, MI",0.4554
12057013002,"Plant City, FL",0.4529
6065043270,"Wildomar, CA",0.4526
35035000700,"Tularosa, NM",0.4511
42101038200,"Harrowgate, Philadelphia, PA",0.4496
39035180103,"Richmond Heights, OH",0.4492
17043841401,"West Chicago, IL",0.4479
16083001400,"Murtaugh, ID",0.4478
6037401312,"Bonita, San Dimas, CA",0.4475
36103190705,"Southampton, NY",0.4456
45051070500,"Conway, SC",0.4436
26081012701,"East Kentwood, Kentwood, MI",0.4416
45013001101,"Saint Helena Island, SC",0.4407
6097153801,"Windsor, CA",0.4405
48401950800,"Henderson, TX",0.4393
17019005900,"Urbana, IL",0.4273
6085509600,"Old Mountain View, Mountain View, CA",0.427
12081000307,"Bradenton, FL",0.4263
51683910100,"Manassas, VA",0.4256
6065042217,"Mission Grove, Riverside, CA",0.4254
37067001902,"Winston-Salem, NC",0.4236
48201341301,"Clear Lake, Houston, TX",0.4231
6111005404,"Camarillo, CA",0.423
36081012500,"Queens County, NY",0.4218
48449950300,"Mount Pleasant, TX",0.4209
36119001403,"Lincoln Park, Yonkers, NY",0.4207
26025000700,"Battle Creek, MI",0.42
41067031613,"Cooper Mountain - Aloha North, Beaverton, OR",0.42
40109100100,"Central Oklahoma City, Oklahoma City, OK",0.4173
48039661000,"Alvin, TX",0.4168
45013000800,"Port Royal, SC",0.4157
49035113410,"West Valley City, UT",0.4156
13153021202,"Perry, GA",0.4148
41059951000,"Hermiston, OR",0.4143
21093000300,"Radcliff, KY",0.41
6111007904,"Simi Valley, CA",0.4097
48451001101,"San Angelo, TX",0.4094
36059300800,"Great Neck, NY",0.4075
36119002402,"Southeast Yonkers, Yonkers, NY",0.4064
39095005300,"East Toledo, Toledo, OH",0.4059
48225950700,"Lovelady, TX",0.4056
48115950600,"Lamesa, TX",0.4054
1077010100,"Florence, AL",0.4053
40143002000,"Tulsa, OK",0.4014
6013303204,"Brentwood, CA",0.4003
1059973000,"Russellville, AL",0.3949
27053108700,"Corcoran, Minneapolis, MN",0.3949
36005018400,"Bronx County, NY",0.3883
40143006803,"South Peoria, Tulsa, OK",0.385
42021000300,"Johnstown, PA",0.3848
24027605505,"River Hill, Clarksville, MD",0.3814
37119002004,"Lansdowne, Charlotte, NC",0.3804
45091061801,"Clover, SC",0.3796
51059450400,"Falls Church, VA",0.3774
48113013008,"Lake Highlands, Dallas, TX",0.376
6051000200,"Mammoth Lakes, CA",0.3756
6059021921,"Anaheim Hills, Anaheim, CA",0.3746
6073004200,"North Park, San Diego, CA",0.3744
48325000102,"Castroville, TX",0.3735
10003013901,"Newark, DE",0.3731
13021012101,"Macon, GA",0.3724
53057952500,"Mount Vernon, WA",0.3672
6059042335,"Laguna Niguel, CA",0.367
5091020100,"Texarkana, AR",0.3669
26163565100,"Westland, MI",0.3638
37183051101,"Raleigh, NC",0.3629
6027000800,"Inyo County, CA",0.3626
22071005400,"Mid-City, New Orleans, LA",0.3604
40143001900,"Turner Park, Tulsa, OK",0.3602
51059430801,"West Springfield, VA",0.3594
17043846104,"Naperville, IL",0.3567
48027023201,"Fort Hood, TX",0.3562
4019004431,"Gladden Farms, Marana, AZ",0.3561
48267950200,"Junction, TX",0.3518
6065043278,"Murrieta, CA",0.3517
6037920033,"Los Angeles County, CA",0.3515
22109000300,"Houma, LA",0.3511
13215000800,"Columbus, GA",0.3501
41029000201,"Medford, OR",0.3478
48439106700,"Jenkins Heights - Crest Ridge, Fort Worth, TX",0.3471
19169000500,"Ames, IA",0.3465
21067003917,"North Pointe Neighbors, Lexington, KY",0.3465
42043024101,"Hershey, PA",0.3456
6001400400,"Upper Telegraph, Oakland, CA",0.3454
48039661601,"Alvin, TX",0.3438
37067002807,"Rural Hall, NC",0.3425
17113001600,"Bloomington, IL",0.3402
8005005700,"Englewood, CO",0.3382
13163960200,"Avera, GA",0.3381
12105015702,"Frostproof, FL",0.3379
12031014404,"Southside, Jacksonville, FL",0.3349
48183000502,"Longview, TX",0.3346
48029191804,"Far North Central, San Antonio, TX",0.3328
5093011100,"Osceola, AR",0.3328
13021012102,"Macon, GA",0.3323
48363000700,"Mineral Wells, TX",0.3322
41047001502,"Keizer, OR",0.3318
49049000802,"Suncrest, Orem, UT",0.329
37183050400,"Downtown, Raleigh, NC",0.3276
6065043701,"Hemet, CA",0.3263
42079217100,"Hazleton, PA",0.3255
24031701316,"Sandy Spring, Ashton-Sandy Spring, MD",0.3252
36047013500,"Kings County, NY",0.3251
36103159102,"East Patchogue, NY",0.3247
20173001900,"Uptown, Wichita, KS",0.3242
34021004000,"Princeton, NJ",0.3229
40027200300,"Norman, OK",0.3207
21067000101,"Lexington, KY",0.3203
20091052405,"Century Estates, Lenexa, KS",0.3198
17097861011,"Round Lake Beach, IL",0.3189
9009125200,"Ansonia, CT",0.3178
12117022207,"Winter Park, FL",0.3166
6015000101,"Crescent City, CA",0.3153
12071000402,"Fort Myers, FL",0.3151
37081010702,"Greensboro, NC",0.3139
6037621201,"South Redondo, Redondo Beach, CA",0.3137
8005086100,"Saddle Rock Ridge, Centennial, CO",0.3131
53017950800,"East Wenatchee, WA",0.3122
36119010702,"Scarsdale, NY",0.3121
1117030501,"Calera, AL",0.3101
4019004074,"Rita Ranch, Tucson, AZ",0.31
8077001706,"Clifton, CO",0.3086
48439113519,"Euless, TX",0.3071
4013217204,"Adobe Villas, Scottsdale, AZ",0.3067
40019892900,"Ardmore, OK",0.306
48041002006,"Edelweiss, College Station, TX",0.3044
51820003100,"Waynesboro, VA",0.3032
6061020712,"Sierra Gardens, Roseville, CA",0.3031
48027023300,"Killeen, TX",0.302
6059021825,"Yorba Linda, CA",0.3006
53033021905,"Bothell, WA",0.2964
6059099238,"Huntington Beach, CA",0.2957
12087970700,"Tavernier, FL",0.2946
40047001500,"Enid, OK",0.2946
53033021300,"Lake Forest Park, WA",0.2945
8031000301,"Berkeley, Denver, CO",0.2928
15009030710,"Kihei, HI",0.2925
48167721201,"South Shore Harbour, League City, TX",0.2919
48453001911,"Barton Hills, Austin, TX",0.2917
47149041600,"Murfreesboro, TN",0.29
4013814500,"Lindsay Ranch, Gilbert, AZ",0.2893
34003033100,"Maywood, NJ",0.2888
6001404700,"Oakmore, Oakland, CA",0.2861
21111003800,"Wyandotte, Louisville, KY",0.2856
37119003300,"Sedgefield, Charlotte, NC",0.2844
17041952400,"Arcola, IL",0.2836
34005701301,"Florence, Florence Township, NJ",0.2824
48257050205,"Forney, TX",0.2823
40031002301,"Lawton, OK",0.2823
10003014403,"Newark, DE",0.2818
26081012800,"Mapleview, Kentwood, MI",0.2799
48441011600,"Sayles Blvd. Area, Abilene, TX",0.2798
34021004204,"Princeton, NJ",0.2787
37183053725,"Breckenridge, Raleigh, NC",0.2769
48201412700,"Southwest Houston, Bellaire, TX",0.2753
41043020802,"Albany, OR",0.2739
17089853900,"Aurora, IL",0.2735
31109003104,"West Lincoln, Lincoln, NE",0.2734
26049010813,"Flint, MI",0.2728
6073017010,"Poway, CA",0.2725
1051030400,"Tallassee, AL",0.2723
4013619800,"Paradise Valley Village, Phoenix, AZ",0.2711
37101040400,"Princeton, NC",0.2703
37041930102,"Edenton, NC",0.2672
36061001001,"Lower Manhattan, New York, NY",0.2671
48439114207,"Fort Worth, TX",0.2662
12105013701,"Winter Haven, FL",0.2661
49035113904,"Magna, UT",0.266
48121021717,"Lewisville, TX",0.261
9001080900,"Stratford, CT",0.2609
37119006302,"Huntersville, NC",0.2608
27053021001,"Valley Place, Minneapolis, MN",0.2585
48085030507,"Hillcrest Estates, Frisco, TX",0.2583
51199050206,"Yorktown, VA",0.2581
8059010402,"I-70 Corridor, Arvada, CO",0.2577
12057013415,"Bloomingdale, Valrico, FL",0.2574
11001007000,"Southeast Washington, Washington, DC",0.2557
48439113403,"Hurst, TX",0.2555
8007974300,"Pagosa Springs, CO",0.2541
24005421101,"Baltimore, MD",0.254
4019001900,"Tucson, AZ",0.2539
36027140101,"Poughkeepsie, NY",0.2536
25005641400,"Fall River, MA",0.2533
40061279300,"Stigler, OK",0.2512
31055007310,"Northwest Omaha, Omaha, NE",0.2502
6097150612,"Petaluma, CA",0.2495
40143005002,"Tulsa, OK",0.2492
22031950100,"Stonewall, LA",0.2466
13121011410,"Roswell, GA",0.2466
17091010701,"Bourbonnais, IL",0.2462
17031824108,"Orland Hills, IL",0.2448
37021000100,"Downtown, Asheville, NC",0.2446
6059099240,"Huntington Beach, CA",0.2446
47125101904,"Clarksville, TN",0.2445
4019001600,"Catalina Vista, Tucson, AZ",0.2444
4025000204,"Paulden, AZ",0.2409
16027020501,"Nampa, ID",0.2409
40131050501,"Inola, OK",0.2393
25017358400,"Lexington, MA",0.2388
22049970300,"Jonesboro, LA",0.2371
1033020703,"Muscle Shoals, AL",0.2365
36047055700,"Kings County, NY",0.235
48367140102,"Weatherford, TX",0.2346
25017356300,"Arlington, MA",0.2339
12071040116,"Fort Myers, FL",0.2338
25021413500,"Norwood, MA",0.2337
39061022101,"Cincinnati, OH",0.2302
34023007910,"Matawan, NJ",0.2292
29143960200,"New Madrid County, MO",0.2282
45083022802,"Inman, SC",0.2276
37085071001,"Fuquay Varina, NC",0.2271
56037971000,"Rock Springs, WY",0.2269
25009204702,"Salem, MA",0.225
48453001765,"The Reserve At Twin Creeks, Cedar Park, TX",0.223
55101001505,"Wind Point, WI",0.2229
29213480106,"Branson, MO",0.2223
4019004640,"Oro Valley, AZ",0.2211
9003405600,"Bristol, CT",0.2197
53061041608,"Silver Lake, Everett, WA",0.2187
41039003201,"Springfield, OR",0.2186
18003004101,"Concordia Gardens, Fort Wayne, IN",0.2181
13021013502,"Macon, GA",0.218
12009063106,"Six Mile Creek, Melbourne, FL",0.2166
51059421200,"Alexandria, VA",0.2165
47169090200,"Hartsville, TN",0.2165
4013617000,"Paradise Valley Village, Phoenix, AZ",0.2151
28139950200,"Ripley, MS",0.215
17081051100,"Mount Vernon, IL",0.2149
29165030210,"Coves North, Kansas City, MO",0.2145
53005010202,"Richland, WA",0.2139
6089010300,"Enterprise, Redding, CA",0.2134
36103190402,"Westhampton, NY",0.2118
16027021100,"Nampa, ID",0.2107
39061002600,"Clifton Heights, Cincinnati, OH",0.2105
25017383502,"Framingham, MA",0.2099
46099000202,"Sioux Falls, SD",0.2094
12053041401,"Spring Hill, FL",0.208
13221960201,"Winterville, GA",0.2078
12101031007,"Forest Lake Estates, Port Richey, FL",0.2061
40005587800,"Atoka, OK",0.2059
34013016200,"Upper Montclair, Montclair, NJ",0.2042
20091053002,"Cross Creek, Overland Park, KS",0.2035
22051026400,"Marrero, LA",0.2031
34039038602,"Scotch Plains, NJ",0.2016
53035091400,"Bremerton, WA",0.2005
36105951700,"Rock Hill, NY",0.2001
40121485800,"Indianola, OK",0.1996
28067950301,"Soso, MS",0.1989
40143007508,"Broken Arrow, OK",0.1974
12105011910,"Lakeland, FL",0.1973
6083000502,"East San Roque, Santa Barbara, CA",0.1941
44007011901,"North Providence, RI",0.1928
41039002600,"Bethel-Danebo, Eugene, OR",0.1922
28059042500,"Pascagoula, MS",0.1922
12055961500,"Lake Placid, FL",0.1911
8059009824,"West Westminster, Westminster, CO",0.1907
12005001502,"Stanford Place, Panama City, FL",0.1891
31055006400,"Benson, Omaha, NE",0.1882
20125950400,"Independence, KS",0.1879
6037701302,"Wilshire Montana, Santa Monica, CA",0.1874
17031071400,"Lincoln Park, Chicago, IL",0.1869
8001060000,"Thornton, CO",0.1864
29095018200,"Lee's Summit, MO",0.1857
36005027402,"Bronx County, NY",0.1846
12057006200,"Palma Ceia, Tampa, FL",0.1821
48113001102,"Lakewood Heights, Dallas, TX",0.1808
24005403500,"Pikesville, MD",0.1803
37067003004,"Kernersville, NC",0.1802
41017001500,"Southern Crossing, Bend, OR",0.1799
18019050303,"Jeffersonville, IN",0.1793
9009120100,"Derby, CT",0.1775
28057950500,"Fulton, MS",0.1774
8013013302,"Longmont, CO",0.1769
45043920503,"Pawleys Island, SC",0.1763
20091053509,"Southdowns, Olathe, KS",0.1762
42101021600,"Northwest Philadelphia, Philadelphia, PA",0.1758
8059011728,"Carmody, Lakewood, CO",0.175
36061004900,"Lower Manhattan, New York, NY",0.175
42091200704,"Hatfield, PA",0.1745
21111011710,"Louisville, KY",0.1745
22051023200,"Metairie, LA",0.1739
6089010704,"Redding, CA",0.1738
48307950400,"Brady, TX",0.1706
39043040900,"Sandusky, OH",0.1701
24031705100,"Chevy Chase, MD",0.169
17031822601,"Oak Lawn, IL",0.1676
17105960200,"Odell, IL",0.1665
37129012001,"Lands End, Wilmington, NC",0.1655
18003010811,"Fort Wayne, IN",0.1653
28115950400,"Pontotoc, MS",0.163
41047002501,"Keizer, OR",0.1629
12031014601,"Arlington, Jacksonville, FL",0.1629
26125156000,"West Bloomfield Township, MI",0.1629
1055010200,"Attalla, AL",0.1622
37183053405,"Cary, NC",0.1601
17167002900,"Westchester, Springfield, IL",0.1595
49049001702,"Foot Hills, Provo, UT",0.1594
17031070400,"Lincoln Park, Chicago, IL",0.1588
12005002705,"Tierra Verde Ph 2, Panama City Beach, FL",0.1587
40047000200,"Enid, OK",0.1584
41011000700,"Coos Bay, OR",0.1578
37025042401,"Concord, NC",0.1571
25023530200,"Plymouth, MA",0.1561
42017105208,"Newtown, PA",0.1561
41067032103,"Sherwood - Tualatin North, Sherwood, OR",0.1553
18097370301,"Camby, Indianapolis, IN",0.1552
12103025019,"Saint Petersburg, FL",0.1548
42071011803,"Lancaster, PA",0.1544
48397040200,"Rockwall, TX",0.1528
39057240301,"Xenia, OH",0.1525
12101030405,"New Port Richey, FL",0.152
47093005201,"Knoxville, TN",0.1519
36119009703,"White Plains, NY",0.1508
6037800102,"Topanga, CA",0.1499
37081010401,"Old Irving Park, Greensboro, NC",0.1493
41059950100,"Milton-Freewater, OR",0.1491
17089852806,"Batavia, IL",0.149
40119011102,"Perkins, OK",0.1483
40051000902,"Tuttle, OK",0.1475
39061023210,"Cincinnati, OH",0.1474
2090001900,"Fairbanks, AK",0.146
39113030200,"Moraine, OH",0.1446
13117130103,"Gainesville, GA",0.1439
29047021003,"Kansas City, MO",0.1435
48091310903,"New Braunfels, TX",0.1427
20053086700,"Ellsworth, KS",0.1426
12021010509,"South Naples, Naples, FL",0.1419
26081002400,"Eastown, Grand Rapids, MI",0.1419
55127000800,"Delavan, WI",0.1417
17031061000,"Lake View, Chicago, IL",0.1409
34023008209,"Monroe Township, NJ",0.1387
29189215231,"Westbury Manor, Chesterfield, MO",0.1374
42029307000,"West Grove, PA",0.1372
1075030200,"Millport, AL",0.1372
6087120301,"Ben Lomond, CA",0.1367
26125173000,"Ferndale, MI",0.1361
49043964203,"Oakley, UT",0.1359
41005021400,"Milwaukie, OR",0.1358
42091200106,"Montgomery County, PA",0.1346
17031824113,"Orland Park, IL",0.1344
29183311146,"Saint Charles, MO",0.1334
34019011301,"Flemington, NJ",0.1321
47157021353,"Germantown, TN",0.1321
36109001400,"Freeville, NY",0.1303
5001480100,"DeWitt, AR",0.1303
41033360702,"Grants Pass, OR",0.1296
53053070203,"Bonney Lake, WA",0.1295
42133010120,"York, PA",0.1294
48217960500,"Whitney, TX",0.129
19021960600,"Alta, IA",0.1285
42125744200,"Canonsburg, PA",0.1281
49049010410,"Payson, UT",0.1281
36103158010,"Setauket- East Setauket, NY",0.1275
42079201500,"Wilkes-Barre, PA",0.127
25027707200,"Gardner, MA",0.1262
39067976000,"Cadiz, OH",0.1242
8031003800,"East, Denver, CO",0.124
22055001700,"Lafayette, LA",0.1239
36067013500,"Liverpool, NY",0.1231
33011000203,"Manchester, NH",0.1225
12099001913,"Century Village, West Palm Beach, FL",0.122
18085962100,"Winona Lake, IN",0.1219
12089050202,"Fernandina Beach, FL",0.1215
13131950100,"Pelham, GA",0.1215
24005408303,"Reisterstown, MD",0.1211
53053073005,"Graham, WA",0.1208
